id,dep_delayed_15min
0,0.16309178883476155
1,0.13887345862294345
2,0.19601858173204414
3,0.4979883459632212
4,0.4994578033500545
5,0.22078593356038206
6,0.008073967655186587
7,0.5640226906938558
8,0.3528816403136835
9,0.7149808665664511
10,0.6932831056415125
11,0.6673837655445363
12,0.21157596073787993
13,0.46506776537057026
14,0.14472791608516786
15,0.5886203215744158
16,0.23931975781261994
17,0.5716112763028209
18,0.8815259838482213
19,0.04899568436924411
20,0.37675020136719983
21,0.15854238229825962
22,0.7787785147185917
23,0.20027854199844497
24,0.7026272152678923
25,0.7764719142161843
26,0.08072257378666874
27,0.1531263608479032
28,0.8281433253342333
29,0.30049092070029537
30,0.35894528489869015
31,0.7774818711818737
32,0.04285256384937466
33,0.5809162476004042
34,0.8864248467590915
35,0.7090666482471143
36,0.6059007961926562
37,0.3194399351583274
38,0.13502691997743316
39,0.5532247360485424
40,0.5047752752855262
41,0.5356322383765756
42,0.4426033182625071
43,0.6561667759111289
44,0.3033083630915318
45,0.8010456769707429
46,0.011643722300345756
47,0.30597279949204
48,0.9442021068882754
49,0.15657503040646353
50,0.8425622004615325
51,0.04784381226005287
52,0.17484886068857952
53,0.8559386682207785
54,0.6243227374559185
55,0.19175430939808505
56,0.4638913591259572
57,0.7112291498787311
58,0.11008161623726827
59,0.7716766492088685
60,0.37479314809748393
61,0.12248603640747703
62,0.32579951922379485
63,0.4869871475427928
64,0.3564461590956311
65,0.24695373117211886
66,0.11527812603952947
67,0.39753685811893896
68,0.2446382889876238
69,0.32727720270893784
70,0.07321205556936651
71,0.341618876712055
72,0.8082298575246947
73,0.4792538723681647
74,0.9430918551989554
75,0.6690094143244739
76,0.1634720768714143
77,0.4859394234758547
78,0.0306460039684333
79,0.3747718857731559
80,0.5098887735045983
81,0.5887815107703984
82,0.16546852581394192
83,0.2252654402606048
84,0.18503608850609551
85,0.047235025921038065
86,0.1157287021543466
87,0.48953664647525946
88,0.5530724306559744
89,0.5421430499906014
90,0.5227038931321565
91,0.42729700563433265
92,0.3789452380313429
93,0.3763182963654453
94,0.2968874990795397
95,0.26289834341446966
96,0.701926824020681
97,0.10725377560202909
98,0.2875787018111889
99,0.6871283381179563
100,0.2663845883118698
101,0.3997258004180929
102,0.20595893566270074
103,0.549141468509286
104,0.03950448506626727
105,0.15217009124999362
106,0.49751295307621596
107,0.011160577993920586
108,0.3555494277380924
109,0.49090438439478323
110,0.7159171716249331
111,0.5560275435919196
112,0.8887865922055588
113,0.06694648429102325
114,0.009576344106601156
115,0.20265696614558457
116,0.16973254176255942
117,0.878477919586725
118,0.07415273995625901
119,0.25776630739707207
120,0.7715792983475438
121,0.7625901282914808
122,0.6261885561772078
123,0.4567654163551182
124,0.4957515273232632
125,0.10926290291302275
126,0.13734158639964555
127,0.13255910989221792
128,0.07316938168775113
129,0.7226830729878471
130,0.7950573526322503
131,0.3333176203610396
132,0.1503576826051446
133,0.2911001808562008
134,0.12100477096777146
135,0.750588835626749
136,0.6214446732689796
137,0.16151934755627245
138,0.012124138208262704
139,0.23044649089419944
140,0.6843174020216493
141,0.3102417052313057
142,0.7297018176978838
143,0.734888963217771
144,0.12814220694475265
145,0.7139760551220312
146,0.4081590807083211
147,0.7178466445094963
148,0.19547707943260118
149,0.9228810738226931
150,0.879981300682978
151,0.7320276113521386
152,0.1868279937571716
153,0.27383526023305
154,0.3565971440467808
155,0.26254847405854953
156,0.5992204394617568
157,0.41617392746370774
158,0.7483491951734037
159,0.10130251156969558
160,0.16375226013318117
161,0.788979537630433
162,0.8950042049579812
163,0.13351914762548775
164,0.3659771219842047
165,0.2232153389831561
166,0.2757496616711787
167,0.026310537428350732
168,0.3575705897757016
169,0.646404231699917
170,0.5149558472068471
171,0.3877561190403748
172,0.19212701102700772
173,0.5483521965681892
174,0.7456324915456125
175,0.5479904050544776
176,0.4034226092252829
177,0.013601827093776563
178,0.647204337604523
179,0.31144768777977255
180,0.1327789652281817
181,0.1599984787627658
182,0.6431261327694215
183,0.8334739242703005
184,0.5111887515018508
185,0.7704015858307267
186,0.6862233659456097
187,0.8216234267039774
188,0.6200585632715562
189,0.7645027616099607
190,0.834931921559442
191,0.7394163602045004
192,0.2863914330019785
193,0.2828197223411177
194,0.5141704424618048
195,0.3195521938263197
196,0.12950289235582693
197,0.14518061827961906
198,0.5698999200001593
199,0.7568522798009157
200,0.43991394582390136
201,0.7044610927047158
202,0.5192276977336566
203,0.04110048869277715
204,0.22750289032777257
205,0.5746962763363248
206,0.8682639803211445
207,0.15766515680806933
208,0.31764647391691847
209,0.26897784035409794
210,0.17108280743455417
211,0.13776759351966236
212,0.5248655270289053
213,0.6002884738815839
214,0.4209668077744231
215,0.23906836688853064
216,0.051435179904594466
217,0.39858138834623147
218,0.19345519326827026
219,0.29665679568108544
220,0.42749858437129756
221,0.7161158052330954
222,0.5368990541512054
223,0.17864494112092294
224,0.768791669312756
225,0.2501125421983243
226,0.6644387540916298
227,0.710444736395312
228,0.6194293688131751
229,0.8274122749362288
230,0.06579423182577154
231,0.2411974333978482
232,0.09205074176134745
233,0.7825751342842164
234,0.2598293934042399
235,0.16563339377409161
236,0.010811840758958502
237,0.5043834724462855
238,0.2610424895725609
239,0.16793562867451475
240,0.14235226525526726
241,0.7186574252697985
242,0.28061376600180116
243,0.34058163836621586
244,0.5042984432430668
245,0.5368431906867732
246,0.7390784510433075
247,0.8378449248753687
248,0.8883452551269375
249,0.6635537564366886
250,0.676845808695623
251,0.008497625330433623
252,0.07478901195738703
253,0.2597630752894513
254,0.7753201062490138
255,0.3059147523986633
256,0.11396680639557427
257,0.09130861309455368
258,0.4872829943094587
259,0.07351925786313133
260,0.3413279701868126
261,0.1775028125702383
262,0.820015250404414
263,0.46194204511248255
264,0.1507893498721
265,0.572091504069558
266,0.448856215568263
267,0.26141896901322587
268,0.6765013850164406
269,0.6392485351574598
270,0.008547644093227702
271,0.22820194759910037
272,0.4508265279033829
273,0.27823308919467493
274,0.7324496864501467
275,0.07549701495731126
276,0.05699796920944395
277,0.699573880697743
278,0.17218165286484147
279,0.7429055745594972
280,0.24808100476176131
281,0.8378245364462692
282,0.322254537134869
283,0.10302721815617509
284,0.5922086940488164
285,0.5736805483136704
286,0.1051717689732666
287,0.3248941706709291
288,0.6375560529583315
289,0.06491000979670472
290,0.2577284256569268
291,0.19633324481338502
292,0.7221126493507454
293,0.5104935489414001
294,0.7799044301844092
295,0.09038827157340504
296,0.031544572650720464
297,0.35895302897381726
298,0.39327400197278045
299,0.03715123702651238
300,0.6425018218903995
301,0.44602266521603967
302,0.20374460884631074
303,0.6658072203421915
304,0.3272059949498128
305,0.8352948640192838
306,0.16684910914570233
307,0.20483331848163938
308,0.45573504756201466
309,0.4979055061116597
310,0.8435957070974395
311,0.5626501084877724
312,0.07323512311172321
313,0.7106806548711339
314,0.5638172596625343
315,0.2860929264454761
316,0.4214648783390634
317,0.2520997096139002
318,0.6650154526084524
319,0.26960385924416885
320,0.34649471804629844
321,0.1169791044704277
322,0.3899884769418979
323,0.4729884436179481
