id,dep_delayed_15min
0,0.10666493175359121
1,0.08460381128629739
2,0.1114034246019513
3,0.25301033597728845
4,0.21847731503961748
5,0.11743549279483917
6,0.08297461918072839
7,0.1452407785853531
8,0.14842485151031662
9,0.29246673060512823
10,0.24035708982479786
11,0.20763134629624022
12,0.1175448909021076
13,0.22161688899359075
14,0.08053362232724756
15,0.22068814816182455
16,0.10930457456335994
17,0.30335175141982973
18,0.44592533566627945
19,0.07619492813455883
20,0.21997547426598882
21,0.1500992812457459
22,0.38137496543103505
23,0.1330984472731726
24,0.33168103517253444
25,0.26237770759040385
26,0.07021706672948165
27,0.10072130960821501
28,0.33028835387151356
29,0.15085901441659547
30,0.22197726813519156
31,0.3276669944759549
32,0.06434855894484955
33,0.3362124473897889
34,0.43210474085428724
35,0.3182993693739383
36,0.21439804398563547
37,0.14070448760498586
38,0.08501237518507372
39,0.2026699288506166
40,0.16438378310068502
41,0.2579212708415655
42,0.17837235653920147
43,0.3128773931270867
44,0.14959530632556767
45,0.3246524117865112
46,0.05995231732932613
47,0.17440849033694117
48,0.3836793235932116
49,0.1083259867177382
50,0.4082696201284892
51,0.10809289382191459
52,0.12941793441656518
53,0.3981433622991624
54,0.3274190235003264
55,0.13481586559428113
56,0.1943203351124401
57,0.3080452498674528
58,0.10738166976075786
59,0.3391830276981918
60,0.1483199464592713
61,0.10209991754317192
62,0.17804642106907176
63,0.28361740028006155
64,0.1950882829136332
65,0.13440819760462144
66,0.07131397632117126
67,0.12926034841440218
68,0.20027743134954212
69,0.17327956143325332
70,0.0950199464539437
71,0.1422758768895738
72,0.26253461305212855
73,0.22518179459352283
74,0.3818188675326963
75,0.29274302651531536
76,0.12575934477726308
77,0.15231556084625475
78,0.07052451652226807
79,0.20565154944745356
80,0.2103138280514713
81,0.13000975480492502
82,0.12810517072564576
83,0.16970675129171586
84,0.09428133272811103
85,0.06624809105447878
86,0.13685570582734846
87,0.2276830343102656
88,0.18542629179672857
89,0.21094869380219222
90,0.1988463693349693
91,0.2532377397704059
92,0.18947562142576174
93,0.17954318132170477
94,0.1630156805477137
95,0.15672672615470562
96,0.2809920914377386
97,0.04493391380593559
98,0.17612005734592415
99,0.2810845359207806
100,0.1529719023108884
101,0.15882018401959716
102,0.08198079307785512
103,0.20050878558433569
104,0.07423511040121951
105,0.09104744253451193
106,0.19188041167415926
107,0.08229216247689633
108,0.15614076199158952
109,0.1937454641286633
110,0.22817904192339383
111,0.2234971920523217
112,0.44316165458741824
113,0.0645017791536332
114,0.07915245747035149
115,0.14528802928174805
116,0.12174614968562787
117,0.349354828619203
118,0.09035227020435038
119,0.09828033351800451
120,0.26397771878663484
121,0.35908756428383987
122,0.2523940476293692
123,0.17808454260001663
124,0.24154995490551515
125,0.08504337390903702
126,0.12777428175945713
127,0.08005769866598256
128,0.08817738837719297
129,0.2994729517724108
130,0.43262858322787645
131,0.1262152158491833
132,0.09946000712715115
133,0.19004556338942089
134,0.10219342626736148
135,0.3278086594464093
136,0.26933753067057886
137,0.11552555081580805
138,0.05807270197222141
139,0.13487783212522506
140,0.2477850207455693
141,0.1733189796560948
142,0.3023026474287856
143,0.26673769224118166
144,0.16005835471628754
145,0.2793130761719218
146,0.17896743637552012
147,0.22324099619211682
148,0.09263528778514692
149,0.34595312089357416
150,0.35311711556466124
151,0.3197618057432923
152,0.11281542709508095
153,0.1479124275377532
154,0.21477407920547914
155,0.1427228952938585
156,0.20657052150144267
157,0.19548928214088374
158,0.3120060985025236
159,0.08128366182251894
160,0.1316676823750519
161,0.3519618946459511
162,0.3503787548635146
163,0.10407439615636928
164,0.16364497741129888
165,0.16302099128450334
166,0.16654065596029313
167,0.0619334806296593
168,0.1906600031748027
169,0.2733696483433439
170,0.26905017598847303
171,0.19458316295494665
172,0.11323285550067215
173,0.19020385833103848
174,0.28357395538032154
175,0.22269323136603145
176,0.12820859685957203
177,0.06291373861646879
178,0.30149452368638885
179,0.1907902106385384
180,0.09399198285179143
181,0.12806264408514448
182,0.30869488068028866
183,0.37046745833966305
184,0.2128733781987267
185,0.2820621795561238
186,0.29330228292324445
187,0.30093324013858075
188,0.3058831934418723
189,0.3048373891816836
190,0.3288571636857984
191,0.30143474441963997
192,0.13060456389807878
193,0.16099371254684156
194,0.19309250901696196
195,0.17827387534197758
196,0.0908593098102038
197,0.1294353095153269
198,0.270113511769683
199,0.24088100178545194
200,0.1994153742291537
201,0.362023464341935
202,0.245255361407558
203,0.05545660657307244
204,0.11159773860552936
205,0.1897307765112562
206,0.37486284053207747
207,0.08493229915191967
208,0.14606247235275696
209,0.1758397941684211
210,0.11186823867587256
211,0.09398331931559306
212,0.25103365925404836
213,0.1968274384315854
214,0.15508789647853777
215,0.13452118711372069
216,0.08222525581697561
217,0.1347273619887363
218,0.1851287575988476
219,0.14425912459363716
220,0.20283142045009755
221,0.22214889334602314
222,0.4540827683910086
223,0.1193405053816195
224,0.3562533649673907
225,0.0981382806858571
226,0.2650777814645011
227,0.2999124387339035
228,0.32140862275849963
229,0.36187713399077465
230,0.07496043579200347
231,0.12012079390697683
232,0.2403748449056855
233,0.5018854387411041
234,0.13576698082223734
235,0.10626645061000886
236,0.0802051490431957
237,0.2466643802660996
238,0.15317222511400788
239,0.13364645361851535
240,0.10681200783781047
241,0.30288444989138036
242,0.149496920527802
243,0.3488654043183324
244,0.24341052469204602
245,0.3080146016668728
246,0.2720981013995501
247,0.45879490100432313
248,0.3930013927261009
249,0.2526554469500843
250,0.21679379305623162
251,0.07315322208153682
252,0.08800986356950825
253,0.1493996495756214
254,0.2990058146062359
255,0.18075824939332957
256,0.11915562846858642
257,0.06501007169313572
258,0.19502525672404783
259,0.09197056766646518
260,0.18524197515658022
261,0.08417370776709958
262,0.31910536524124294
263,0.1867207645424124
264,0.1490122896271401
265,0.2478055201179216
266,0.23247323427454014
267,0.1558431966177754
268,0.20351421675790946
269,0.29679702937168934
270,0.08626904013219007
271,0.1407288480089272
272,0.23427831217904857
273,0.11426953579029904
274,0.396279501832407
275,0.10821911971204706
276,0.0893247266343589
277,0.17851417463222582
278,0.10613561288767519
279,0.24461968325230543
280,0.1322192060916388
281,0.32595560508390203
282,0.13366835530879448
283,0.12098046287850688
284,0.1936176999896018
285,0.2415404644320634
286,0.2146965902001778
287,0.11253739013836551
288,0.28114439525508916
289,0.07268757830905233
290,0.11528890798930541
291,0.12694541725711211
292,0.33883873929381797
293,0.24347406939474794
294,0.3098803881613944
295,0.07850280742347066
296,0.08083931572617749
297,0.17734587644499117
298,0.16244720941446997
299,0.13786471305575262
300,0.23676877015991246
301,0.17854550377566142
302,0.15156884087535455
303,0.305872080781109
